,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
861,PBBK,"PB Bankshares, Inc.",37.16M,-,75,12.80M
862,BOWN,Bowen Acquisition Corp,35.80M,-0.74%,1653,-
863,AAME,Atlantic American Corporation,35.08M,1.18%,7099,191.36M
864,PLUT,Plutus Financial Group Limited,34.20M,-4.00%,5442,1.44M
865,ZBAO,Zhibao Technology Inc.,33.01M,-4.63%,180748,33.67M
866,CNF,CNFinance Holdings Limited,32.58M,-11.71%,87871,85.66M
867,GROW,"U.S. Global Investors, Inc.",28.92M,-,26968,8.93M
868,ARBK,Argo Blockchain plc,26.53M,-1.17%,339875,47.02M
869,CURR,CURRENC Group Inc.,23.36M,-2.71%,881614,43.39M
870,GREE,Greenidge Generation Holdings Inc.,23.02M,-10.67%,708238,59.44M
871,SWIN,Solowin Holdings,22.80M,-11.54%,463933,2.42M
872,ANY,Sphere 3D Corp.,22.23M,-4.21%,504406,12.48M
873,FGF,Fundamental Global Inc.,21.63M,7.66%,260,13.26M
874,MBBC,"Marathon Bancorp, Inc.",21.27M,-0.60%,18091,6.59M
875,KFFB,Kentucky First Federal Bancorp,20.90M,-1.79%,1145,8.31M
876,HUIZ,Huize Holding Limited,20.48M,2.49%,8799,171.11M
877,SOS,SOS Limited,19.24M,-3.35%,13790,231.42M
878,GSIW,Garden Stage Limited,17.32M,1.66%,48652,1.31M
879,RMCO,Royalty Management Holding Corporation,17.28M,0.43%,11604,1.57M
880,ZBAI,ATIF Holdings Limited,15.59M,-0.83%,16858,670.00K
881,PT,Pintec Technology Holdings Limited,15.23M,-3.54%,2339,4.81M
882,WAI,Top KingWin Ltd,15.21M,14.44%,92661,3.75M
883,GLBZ,Glen Burnie Bancorp,15.20M,-2.00%,461,11.54M
884,TIRX,Tian Ruixiang Holdings Ltd,13.83M,-1.52%,1002,3.22M
885,PWM,Prestige Wealth Inc.,13.16M,-5.82%,29523,639.91K
886,OXBR,Oxbridge Re Holdings Limited,12.92M,-0.20%,10188,1.36M
887,EQS,"Equus Total Return, Inc.",12.91M,-6.86%,204,1.33M
888,MCVT,"Mill City Ventures III, Ltd.",11.88M,-2.11%,20169,3.25M
889,MIGI,Mawson Infrastructure Group Inc.,10.81M,-3.99%,124287,54.31M
890,AIHS,Senmiao Technology Limited,9.91M,2.38%,5543,5.88M
891,CNFR,"Conifer Holdings, Inc.",9.41M,-2.26%,857,64.02M
892,ABTS,Abits Group Inc.,9.05M,10.72%,52884,6.71M
893,SLNH,"Soluna Holdings, Inc.",8.98M,-4.13%,464810,31.41M
894,LMFA,"LM Funding America, Inc.",8.55M,-5.20%,84267,8.03M
895,CARV,"Carver Bancorp, Inc.",7.79M,-1.99%,3906,24.06M
896,MEGL,Magic Empire Global Limited,6.68M,-2.94%,25491,1.65M
897,SHFS,"SHF Holdings, Inc.",6.54M,-,6332,13.96M
898,LEGT,Legato Merger Corp. III,6.15M,0.09%,830,-
899,SNTG,Sentage Holdings Inc.,4.77M,-2.58%,3252,107.51K
900,NCPL,Netcapital Inc.,4.16M,-,35070,812.61K
901,CWD,CaliberCos Inc.,3.93M,-2.63%,11598,35.43M
902,RELI,"Reliance Global Group, Inc.",3.36M,1.74%,19205,14.21M
903,BENF,Beneficient,2.93M,-0.50%,55340,-19.93M
904,DXF,Eason Technology Limited,1.71M,-6.16%,130718,-56.60M
905,XHG,XChange TEC.INC,1.62M,-1.25%,32368,41.11M
906,LGHL,Lion Group Holding Ltd.,1.49M,1.85%,202863,-5.69M
907,BTOG,Bit Origin Ltd,1.45M,-1.22%,10829892,2.89M
