,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
366,ULH,"Universal Logistics Holdings, Inc.",606.45M,-2.72%,34888,1.74B
367,RGR,"Sturm, Ruger & Company, Inc.",590.35M,-0.59%,170809,534.56M
368,SNCY,"Sun Country Airlines Holdings, Inc.",586.81M,-1.87%,501809,1.09B
369,SERV,Serve Robotics Inc.,585.63M,-2.49%,6281955,1.31M
370,CVLG,"Covenant Logistics Group, Inc.",584.23M,-2.09%,140909,1.12B
371,GNK,Genco Shipping & Trading Limited,570.07M,1.76%,649818,376.85M
372,CASS,"Cass Information Systems, Inc.",567.53M,0.11%,40694,220.94M
373,FBYD,"Falcon's Beyond Global, Inc.",566.44M,1.60%,6475,6.94M
374,CODI,Compass Diversified,554.49M,0.14%,1142839,2.20B
375,BYRN,Byrna Technologies Inc.,540.61M,1.88%,428911,95.29M
376,BXC,BlueLinx Holdings Inc.,528.42M,-0.96%,105410,2.94B
377,ASPN,"Aspen Aerogels, Inc.",525.09M,-0.47%,3828488,436.92M
378,VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",515.00M,2.80%,1018518,3.05B
379,FWRD,Forward Air Corporation,510.81M,-3.04%,434968,2.55B
380,ZIP,"ZipRecruiter, Inc.",488.17M,-2.86%,513752,461.83M
381,EBF,"Ennis, Inc.",485.37M,-0.53%,128057,394.62M
382,KODK,Eastman Kodak Company,474.98M,-1.51%,887274,1.04B
383,SBC,SBC Medical Group Holdings Incorporated,471.43M,18.49%,185659,197.94M
384,CMCO,Columbus McKinnon Corporation,469.82M,-0.67%,481393,981.64M
385,EVTL,Vertical Aerospace Ltd.,454.89M,-1.10%,216274,-
386,TITN,Titan Machinery Inc.,449.82M,-1.12%,190162,2.67B
387,BOC,Boston Omaha Corporation,446.64M,-0.07%,120400,110.45M
388,TWI,"Titan International, Inc.",446.57M,-0.43%,419549,1.85B
389,TRC,Tejon Ranch Co.,438.43M,-0.31%,104443,42.69M
390,BWMN,Bowman Consulting Group Ltd.,431.34M,-0.44%,44945,444.59M
391,KE,"Kimball Electronics, Inc.",426.66M,-0.74%,172620,1.54B
392,SWBI,"Smith & Wesson Brands, Inc.",413.63M,-0.63%,289602,493.05M
393,KELYA,"Kelly Services, Inc.",410.82M,-1.43%,219649,4.45B
394,KELYB,"Kelly Services, Inc.",409.76M,-4.06%,236,4.45B
395,GHM,Graham Corporation,401.12M,0.05%,40743,199.62M
396,ASC,Ardmore Shipping Corporation,396.90M,1.88%,415619,373.48M
397,BLDP,Ballard Power Systems Inc.,396.53M,4.65%,9036446,70.67M
398,BBCP,"Concrete Pumping Holdings, Inc.",380.91M,-0.42%,51382,414.61M
399,SATL,Satellogic Inc.,380.00M,-1.62%,1765514,12.93M
400,NL,"NL Industries, Inc.",378.08M,-3.01%,17416,148.24M
401,SB,"Safe Bulkers, Inc.",374.45M,0.83%,381344,290.31M
402,MTW,"The Manitowoc Company, Inc.",366.13M,-2.18%,204875,2.15B
403,WNC,Wabash National Corporation,362.60M,-2.04%,393243,1.81B
404,ACTG,Acacia Research Corporation,359.68M,1.91%,178549,222.41M
405,NPWR,NET Power Inc.,346.13M,3.27%,655812,250.00K
406,SHYF,"The Shyft Group, Inc.",343.41M,1.55%,341759,792.89M
407,LTBR,Lightbridge Corporation,342.58M,42.59%,19607208,-
408,BKSY,BlackSky Technology Inc.,339.59M,0.74%,791110,107.40M
409,MTRX,Matrix Service Company,334.92M,0.33%,103798,742.41M
410,HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd",332.63M,10.04%,240722,40.94M
411,TATT,TAT Technologies Ltd.,331.82M,-1.11%,37258,160.17M
412,SPIR,"Spire Global, Inc.",330.66M,-5.76%,461656,99.50M
413,AMPX,"Amprius Technologies, Inc.",326.68M,7.54%,4181357,33.12M
414,OFLX,"Omega Flex, Inc.",323.22M,-1.67%,17292,99.80M
415,ORN,"Orion Group Holdings, Inc.",320.39M,1.12%,239668,824.38M
416,SKBL,Skyline Builders Group Holding Limited,317.66M,-9.79%,383440,49.64M
417,ACCO,ACCO Brands Corporation,311.74M,-5.21%,1058212,1.62B
418,MEC,"Mayville Engineering Company, Inc.",310.19M,-0.13%,114917,555.91M
419,CIX,CompX International Inc.,309.93M,-1.29%,1824,148.24M
420,ELPW,Elong Power Holding Limited,307.83M,-2.02%,318984,-
421,CYRX,"Cryoport, Inc.",302.83M,-3.05%,253099,232.13M
422,PANL,"Pangaea Logistics Solutions, Ltd.",301.86M,3.84%,346361,554.59M
423,RHLD,"Resolute Holdings Management, Inc.",301.65M,0.14%,28657,420.45M
424,LXFR,Luxfer Holdings PLC,297.80M,-0.27%,148908,399.50M
425,JELD,"JELD-WEN Holding, Inc.",286.60M,-1.75%,1724072,3.59B
426,TG,Tredegar Corporation,280.03M,0.12%,49938,617.84M
427,RLGT,"Radiant Logistics, Inc.",276.59M,-1.64%,74988,888.15M
428,ASLE,AerSale Corporation,274.61M,0.34%,269018,320.30M
429,BLDE,"Blade Air Mobility, Inc.",273.84M,0.60%,401208,251.49M
430,PKE,Park Aerospace Corp.,272.38M,0.89%,37239,62.03M
431,EAF,GrafTech International Ltd.,268.44M,8.25%,3035346,514.04M
432,ESEA,Euroseas Ltd.,265.06M,-1.65%,10480,212.90M
433,AMBI,Ambipar Emergency Response,263.29M,6.50%,2534,532.48M
434,QUAD,"Quad/Graphics, Inc.",262.38M,-0.95%,509172,2.65B
435,ZJK,"ZJK Industrial Co., Ltd.",260.87M,-2.75%,15672,37.81M
436,HSHP,Himalaya Shipping Ltd.,259.53M,-,51385,121.97M
437,RR,Richtech Robotics Inc.,252.57M,-4.76%,7063527,4.39M
438,ADUR,Aduro Clean Technologies Inc.,251.14M,6.01%,262015,179.33K
439,PAMT,Pamt Corp.,248.54M,1.77%,23631,687.40M
440,PKOH,Park-Ohio Holdings Corp.,246.00M,-2.95%,32108,1.64B
441,AIRJ,AirJoule Technologies Corporation,231.83M,-1.20%,109319,-
442,MG,"Mistras Group, Inc.",231.53M,-0.14%,130237,706.81M
443,CMDB,Costamare Bulkers Holdings Limited,227.27M,-1.68%,93736,1.20B
444,EVI,"EVI Industries, Inc.",225.83M,-2.21%,6719,370.02M
445,RITR,Reitar Logtech Holdings Limited,224.17M,0.28%,394617,47.95M
446,FLYX,"flyExclusive, Inc.",216.35M,-1.82%,4726,335.43M
447,SLND,"Southland Holdings, Inc.",205.73M,2.70%,38104,931.57M
448,FORR,"Forrester Research, Inc.",203.02M,0.28%,74586,422.27M
449,PESI,"Perma-Fix Environmental Services, Inc.",199.94M,6.17%,244830,59.42M
450,POWW,Outdoor Holding Company,198.30M,1.83%,317244,125.99M
451,GENC,"Gencor Industries, Inc.",197.59M,0.75%,12467,113.12M
452,GASS,StealthGas Inc.,197.47M,0.19%,84817,167.26M
453,PAL,"Proficient Auto Logistics, Inc.",196.25M,-4.04%,171672,336.06M
454,NVX,NOVONIX Limited,193.56M,2.34%,83337,5.85M
455,FSTR,L.B. Foster Company,191.97M,-2.52%,25450,504.24M
456,ARQ,"Arq, Inc.",191.43M,2.02%,171358,114.47M
457,ISSC,"Innovative Solutions and Support, Inc.",183.96M,4.40%,136270,65.06M
458,ESOA,Energy Services of America Corporation,179.13M,5.42%,315997,367.91M
459,RCMT,"RCM Technologies, Inc.",169.39M,1.33%,35926,290.91M
460,AZUL,Azul S.A.,169.28M,8.58%,4148482,3.53B
461,SDM,Smart Digital Group Limited,169.17M,-10.85%,28054,21.52M
462,BEEP,Mobile Infrastructure Corporation,165.29M,-2.43%,25015,36.42M
463,TE,T1 Energy Inc.,163.73M,8.24%,1216505,67.59M
464,RGP,"Resources Connection, Inc.",163.36M,-2.08%,200181,560.19M
465,FLX,BingEx Limited,160.22M,-,41105,595.49M
466,ALTG,Alta Equipment Group Inc.,157.66M,-4.04%,128992,1.86B
467,DSX,Diana Shipping Inc.,156.83M,-4.67%,350215,228.21M
468,TBI,"TrueBlue, Inc.",155.47M,1.41%,381547,1.53B
469,SPCE,"Virgin Galactic Holdings, Inc.",154.66M,1.09%,5745910,5.51M
470,BOOM,DMC Global Inc.,139.54M,3.18%,107320,635.27M
471,EML,The Eastern Company,139.16M,-2.50%,5046,271.44M
472,SKYX,SKYX Platforms Corp.,138.61M,-0.76%,454971,87.41M
473,CIGL,Concorde International Group Ltd.,133.48M,-5.85%,5543,10.49M
474,SMHI,SEACOR Marine Holdings Inc.,132.38M,-2.57%,57141,264.09M
475,RAIL,"FreightCar America, Inc.",132.28M,-3.21%,111924,494.66M
476,SHMD,SCHMID Group N.V.,131.07M,2.18%,8224,85.17M
477,HQI,"HireQuest, Inc.",129.81M,-0.11%,12726,33.65M
478,HMR,Heidmar Maritime Holdings Corp.,128.54M,2.31%,68198,28.95M
479,JUNE,Junee Limited,126.26M,-12.78%,182482,1.98M
480,SHIP,Seanergy Maritime Holdings Corp.,125.83M,1.52%,62182,167.46M
481,WFF,WF Holding Limited,124.69M,0.40%,4559,4.57M
482,FCEL,"FuelCell Energy, Inc.",124.37M,19.65%,3140323,114.44M
483,ELVA,Electrovaya Inc.,123.22M,-0.32%,52109,48.02M
484,CRGO,Freightos Limited,122.60M,0.41%,43969,25.38M
485,YSXT,"YSX Tech. Co., Ltd",122.33M,-6.31%,3304,66.14M
486,NEOV,NeoVolta Inc.,119.10M,21.60%,352350,4.26M
487,MIMI,Mint Incorporation Limited,118.74M,-0.77%,2368,4.25M
488,NCT,Intercont (Cayman) Limited,118.44M,-2.20%,54471,25.53M
489,TGEN,Tecogen Inc.,116.24M,-1.08%,561921,23.71M
490,TAYD,"Taylor Devices, Inc.",115.96M,0.79%,8382,42.80M
491,TUSK,"Mammoth Energy Services, Inc.",115.51M,-5.14%,274634,207.21M
492,HUHU,HUHUTECH International Group Inc.,109.04M,0.78%,34948,18.15M
493,YGMZ,MingZhu Logistics Holdings Limited,104.28M,0.74%,3440,40.43M
494,PPIH,"Perma-Pipe International Holdings, Inc.",103.93M,-5.14%,27086,158.38M
495,GIFI,"Gulf Island Fabrication, Inc.",102.21M,-0.47%,32626,156.59M
496,ESP,Espey Mfg. & Electronics Corp.,98.57M,5.56%,26006,45.97M
497,TWIN,"Twin Disc, Incorporated",98.33M,-3.88%,57357,328.48M
498,NNBR,"NN, Inc.",97.36M,1.58%,208598,448.78M
499,SVT,"Servotronics, Inc.",96.67M,0.40%,12962,46.17M
500,ESGL,ESGL Holdings Limited,96.15M,2.20%,9847,6.10M
501,HURC,"Hurco Companies, Inc.",95.18M,-2.33%,6025,187.94M
502,LUD,Luda Technology Group Limited,92.58M,3.29%,16361,44.86M
503,ULBI,Ultralife Corporation,90.82M,-0.90%,60897,173.28M
504,TISI,"Team, Inc.",89.24M,-7.28%,8414,851.33M
505,OPTT,"Ocean Power Technologies, Inc.",88.99M,-5.70%,2970984,6.12M
506,MHH,"Mastech Digital, Inc.",87.65M,3.76%,15794,200.44M
507,SNT,Senstar Technologies Corporation,87.24M,-,45079,35.75M
508,FLYY,"Spirit Aviation Holdings, Inc.",86.76M,-6.25%,174711,4.91B
509,MTEN,Mingteng International Corporation Inc.,86.73M,2.51%,43630,10.12M
510,XCH,XCHG Limited,85.61M,2.86%,16035,42.20M
511,VATE,INNOVATE Corp.,83.95M,-7.60%,60025,1.07B
512,SFWL,Shengfeng Development Limited,82.48M,-0.02%,6391,504.16M
513,CODA,"Coda Octopus Group, Inc.",81.42M,3.87%,22749,21.06M
514,CBAT,"CBAK Energy Technology, Inc.",78.88M,3.18%,135101,152.73M
515,INVE,"Identiv, Inc.",77.94M,-1.81%,21947,25.24M
516,PHOE,Phoenix Asia Holdings Limited,75.60M,0.86%,86226,6.56M
517,MCRP,Micropolis Holding Company,75.20M,-0.89%,24729,35.41K
518,RAYA,Erayak Power Solution Group Inc.,74.37M,2.78%,1626,30.30M
519,RCT,RedCloud Holdings plc,74.31M,-4.54%,4479,46.50M
520,BLNK,Blink Charging Co.,74.05M,2.34%,1621616,109.38M
521,LHSW,Lianhe Sowell International Group Ltd,73.32M,1.44%,135346,36.72M
522,DLHC,DLH Holdings Corp.,72.51M,0.60%,26567,377.07M
523,BAER,"Bridger Aerospace Group Holdings, Inc.",72.23M,-8.33%,574010,108.75M
524,OFAL,OFA Group,64.00M,-0.08%,319737,386.36K
525,BW,"Babcock & Wilcox Enterprises, Inc.",63.96M,-5.80%,902514,734.24M
526,UFG,Uni-Fuels Holdings Limited,63.53M,-4.85%,705612,155.19M
527,CSTE,Caesarstone Ltd.,61.51M,-,182253,424.49M
528,MSW,Ming Shing Group Holdings Limited,60.68M,-15.13%,37578,31.77M
529,BIYA,Baiya International Group Inc.,60.10M,-1.84%,142114,12.81M
530,AP,Ampco-Pittsburgh Corporation,59.68M,-1.00%,31623,412.36M
531,BTOC,Armlogi Holding Corp.,59.38M,-0.70%,43274,184.76M
532,TPIC,"TPI Composites, Inc.",58.38M,-,224048,1.37B
533,OPXS,"Optex Systems Holdings, Inc",57.12M,1.10%,18791,37.43M
534,SHIM,Shimmick Corporation,55.76M,5.77%,10965,482.30M
535,WFCF,"Where Food Comes From, Inc.",54.12M,3.20%,806,25.44M
536,AIRT,"Air T, Inc.",49.99M,0.22%,242,298.22M
537,SRFM,Surf Air Mobility Inc.,49.95M,3.19%,200221,112.31M
538,BGSF,"BGSF, Inc.",49.66M,0.45%,6448,266.97M
539,FTEK,"Fuel Tech, Inc.",49.13M,-4.76%,375722,26.56M
540,APT,"Alpha Pro Tech, Ltd.",48.00M,-0.44%,13305,58.18M
541,AGFY,Agrify Corporation,46.87M,9.99%,36263,10.22M
542,LNZA,"LanzaTech Global, Inc.",46.16M,-4.88%,1259172,48.83M
543,RFIL,"RF Industries, Ltd.",45.56M,-2.29%,41913,70.60M
544,SCWO,374Water Inc.,45.26M,3.78%,126207,673.27K
545,PMEC,Primech Holdings Ltd.,44.76M,-1.27%,11494,74.31M
546,SWVL,Swvl Holdings Corp.,44.54M,-4.41%,9630,17.21M
547,QRHC,Quest Resource Holding Corporation,44.16M,-7.36%,100306,284.31M
548,GPUS,"Hyperscale Data, Inc.",43.33M,-14.29%,962962,93.32M
549,SPAI,Safe Pro Group Inc.,43.24M,0.14%,43388,2.05M
550,MESA,"Mesa Air Group, Inc.",42.99M,-1.89%,107791,424.03M
551,IPWR,Ideal Power Inc.,41.77M,-2.53%,17713,19.30K
552,ENGS,Energys Group Limited,41.47M,5.05%,1360431,12.13M
553,KSCP,"Knightscope, Inc.",40.17M,-1.02%,122709,11.47M
554,CVU,"CPI Aerostructures, Inc.",40.04M,0.33%,12274,77.40M
555,ONEG,OneConstruction Group Limited,39.65M,-,9589,60.90M
556,BWEN,"Broadwind, Inc.",39.02M,-1.43%,38453,142.36M
557,HTCO,High-Trend International Group,37.45M,4.37%,283809,108.18M
558,TPCS,TechPrecision Corporation,37.45M,0.52%,31304,33.15M
559,SDST,Stardust Power Inc.,36.51M,-0.12%,226792,-
560,LASE,Laser Photonics Corporation,35.90M,2.36%,94682,3.08M
561,SPCB,SuperCom Ltd.,35.65M,-3.23%,175057,27.83M
562,HHS,"Harte Hanks, Inc.",34.98M,4.24%,5077,181.36M
563,SST,"System1, Inc.",34.73M,-8.69%,129403,333.52M
564,KITT,"Nauticus Robotics, Inc.",34.67M,-2.68%,855385,1.51M
565,CLIR,ClearSign Technologies Corporation,32.51M,-0.75%,85137,2.90M
566,NIXX,"Nixxy, Inc.",32.14M,-2.76%,201811,1.79M
567,APWC,Asia Pacific Wire & Cable Corporation Limited,31.96M,-0.70%,1102,472.67M
568,TORO,Toro Corp.,31.95M,-2.69%,26817,22.39M
569,RAIN,"Rain Enhancement Technologies Holdco, Inc.",31.83M,-0.59%,32030,-
570,TRSG,Tungray Technologies Inc.,31.73M,-2.65%,4337,12.81M
571,FPAY,"FlexShopper, Inc.",31.26M,-2.34%,35720,139.80M
572,PPSI,"Pioneer Power Solutions, Inc.",29.91M,5.45%,74793,26.30M
573,HOVR,New Horizon Aircraft Ltd.,28.94M,8.96%,1956055,-
574,FLUX,"Flux Power Holdings, Inc.",28.76M,-1.45%,23226,63.07M
575,NTIP,"Network-1 Technologies, Inc.",28.56M,-,2766,250.00K
576,SIDU,"Sidus Space, Inc.",28.55M,2.63%,339380,3.86M
577,EHGO,Eshallgo Inc.,28.01M,-3.94%,12768,15.39M
578,AERT,"Aeries Technology, Inc",27.65M,-8.07%,68310,70.85M
579,ROMA,Roma Green Finance Limited,27.53M,15.61%,136675,1.03M
580,PC,Premium Catering (Holdings) Limited,27.10M,-3.13%,61249,3.81M
581,EPOW,"Sunrise New Energy Co., Ltd.",26.72M,-,12656,65.00M
582,XOS,"Xos, Inc.",26.50M,-1.54%,16064,48.68M
583,LBGJ,Li Bang International Corporation Inc.,25.68M,-3.52%,1182,10.79M
584,GVH,Globavend Holdings Limited,25.38M,-6.08%,74717,16.54M
585,SGRP,"SPAR Group, Inc.",25.36M,-1.72%,17789,196.81M
586,CJMB,Callan JMB Inc.,25.12M,2.24%,9726,6.22M
587,HSON,"Hudson Global, Inc.",24.76M,1.01%,763,138.03M
588,TOPP,Toppoint Holdings Inc.,24.50M,-7.89%,31481,16.12M
589,EDRY,EuroDry Ltd.,24.39M,-3.36%,3695,61.08M
590,GWH,"ESS Tech, Inc.",24.33M,11.05%,110922,4.16M
591,GFAI,"Guardforce AI Co., Limited",23.97M,-3.39%,170821,36.35M
592,NCEW,New Century Logistics (BVI) Limited,23.65M,-4.35%,131797,52.18M
593,JYD,Jayud Global Logistics Limited,23.55M,-6.51%,2723419,77.44M
594,ZDAI,Primega Group Holdings Limited,22.70M,1.26%,881001,17.17M
595,CVV,CVD Equipment Corporation,21.82M,14.03%,126247,30.27M
596,JOB,GEE Group Inc.,21.43M,-2.39%,97814,111.28M
597,GLBS,Globus Maritime Limited,20.99M,0.99%,7519,34.87M
598,CTRM,Castor Maritime Inc.,20.97M,1.91%,16257,66.24M
599,NISN,"Nisun International Enterprise Development Group Co., Ltd",20.96M,-1.26%,24141,340.22M
600,FGL,Founder Group Limited,20.58M,-3.64%,74112,20.21M
601,RVSN,Rail Vision Ltd.,20.07M,-4.15%,430640,1.30M
602,DXST,Decent Holding Inc.,19.50M,-1.64%,10401,11.54M
603,INLF,INLIF Limited,18.92M,-6.30%,27212,15.80M
604,CETY,"Clean Energy Technologies, Inc.",18.84M,1.54%,13631320,1.70M
605,HXHX,Haoxin Holdings Limited,18.70M,-4.90%,122142,25.57M
606,SIF,"SIFCO Industries, Inc.",18.69M,1.34%,5747,83.55M
607,PSHG,Performance Shipping Inc.,18.28M,1.73%,40078,87.45M
608,SFHG,Samfine Creation Holdings Group Limited,18.27M,0.11%,82372,19.76M
609,STAI,ScanTech AI Systems Inc.,18.06M,-4.03%,365006,542.17K
610,TOMZ,"TOMI Environmental Solutions, Inc.",17.01M,0.83%,9963,8.20M
611,EHLD,Euroholdings Ltd.,16.89M,1.53%,17490,15.64M
612,LIQT,"LiqTech International, Inc.",16.63M,6.79%,66240,14.99M
613,DEVS,DevvStream Corp.,15.38M,29.55%,134708732,-
614,HYFM,"Hydrofarm Holdings Group, Inc.",14.72M,-1.90%,7913,176.65M
615,PRZO,ParaZero Technologies Ltd.,14.68M,-0.73%,175970,932.15K
616,MOB,Mobilicom Limited,14.46M,24.43%,550235,3.18M
617,ZONE,"CleanCore Solutions, Inc.",14.14M,7.99%,67469,1.89M
618,CCTG,CCSC Technology International Holdings Limited,13.55M,-4.88%,5385,16.46M
619,WXM,WF International Limited,13.52M,4.26%,44833,15.52M
620,AIRI,Air Industries Group,13.22M,2.58%,21134,53.18M
621,GP,GreenPower Motor Company Inc.,13.07M,-0.02%,29135,20.66M
622,SUGP,SU Group Holdings Limited,12.93M,6.47%,65675,23.45M
623,PLAG,Planet Green Holdings Corp.,12.67M,18.37%,418702,6.07M
624,DPRO,Draganfly Inc.,12.66M,3.53%,67033,4.72M
625,SPPL,Simpple Ltd.,11.75M,-5.84%,4112,2.76M
626,USEA,United Maritime Corporation,11.69M,-0.63%,17671,42.60M
627,XTIA,"XTI Aerospace, Inc.",11.51M,-1.61%,911109,3.47M
628,GWAV,"Greenwave Technology Solutions, Inc.",11.13M,-1.57%,968312,33.32M
629,CVR,Chicago Rivet & Machine Co.,11.13M,-,4536,26.38M
630,GLXG,Galaxy Payroll Group Limited,10.57M,-2.00%,22132,3.71M
631,VCIG,VCI Global Limited,10.37M,-3.01%,5428918,27.82M
632,SKK,SKK Holdings Limited,10.00M,0.31%,72344,11.30M
633,MWG,Multi Ways Holdings Limited,9.98M,-3.39%,51909,31.07M
634,PMAX,Powell Max Limited,9.97M,57.38%,367817383,4.69M
635,AWX,Avalon Holdings Corporation,9.57M,-0.20%,3423,81.01M
636,ARTW,"Art's-Way Manufacturing Co., Inc.",9.57M,-3.12%,6840,23.92M
637,VRME,"VerifyMe, Inc.",8.89M,0.95%,69291,22.90M
638,LNKS,Linkers Industries Limited,8.73M,4.84%,44409,5.09M
639,ILAG,Intelligent Living Application Group Inc.,8.72M,9.37%,910863,7.51M
640,STI,Solidion Technology Inc.,8.59M,-3.95%,58994,5.33K
641,PSIG,PS International Group Ltd.,8.51M,0.28%,68653,87.17M
642,CLWT,Euro Tech Holdings Company Limited,8.51M,-4.72%,16596,15.38M
643,GRNQ,Greenpro Capital Corp.,8.38M,1.47%,70359,3.19M
644,FBGL,FBS Global Limited,8.03M,-5.01%,157256,10.15M
645,HIHO,Highway Holdings Limited,7.97M,1.65%,82285,7.35M
646,MNTS,Momentus Inc.,7.84M,1.23%,60112,1.92M
647,BURU,"Nuburu, Inc.",7.74M,-4.23%,3512113,58.58K
648,AQMS,"Aqua Metals, Inc.",7.54M,-2.09%,99505,-
649,INTJ,Intelligent Group Limited,7.37M,2.09%,39146,2.61M
650,LSH,Lakeside Holding Limited,7.28M,-,16269,16.27M
651,CEAD,CEA Industries Inc.,6.79M,0.65%,3323,3.28M
652,JCSE,JE Cleantech Holdings Limited,6.58M,5.53%,32327,14.13M
653,ADN,"Advent Technologies Holdings, Inc.",6.22M,0.43%,9601,8.16M
654,CDTG,CDT Environmental Technology Investment Holdings Limited,6.06M,-8.20%,111348,29.77M
655,IVDA,"Iveda Solutions, Inc.",5.78M,-0.48%,11303,7.15M
656,OP,OceanPal Inc.,5.78M,0.01%,5391,25.70M
657,CHNR,"China Natural Resources, Inc.",5.74M,9.52%,100752,-
658,ATXG,Addentax Group Corp.,5.64M,-8.56%,248141,4.55M
659,UUU,"Universal Safety Products, Inc",5.50M,1.12%,92531,22.17M
660,BKYI,"BIO-key International, Inc.",4.59M,-3.66%,58365,6.36M
661,LICN,Lichen International Limited,4.56M,2.04%,27255,41.48M
662,UGRO,"urban-gro, Inc.",4.56M,-7.47%,216684,59.99M
663,POLA,"Polar Power, Inc.",4.52M,-1.10%,5935,13.92M
664,CTNT,Cheetah Net Supply Chain Service Inc.,4.44M,-4.17%,12275,858.77K
665,WLGS,"WANG & LEE GROUP, Inc.",4.25M,-2.70%,3155157,3.95M
666,SGLY,Singularity Future Technology Ltd.,3.92M,2.24%,150650,2.17M
667,SOAR,"Volato Group, Inc.",3.90M,-1.91%,22335,71.72M
668,SMX,SMX (Security Matters) Public Limited Company,3.87M,-0.74%,49484,-
669,SGBX,Safe & Green Holdings Corp.,3.83M,7.14%,42253884,4.98M
670,DFLI,Dragonfly Energy Holdings Corp.,3.70M,-2.16%,252230,51.50M
671,ICON,Icon Energy Corp.,3.67M,-,14371,5.31M
672,CISS,C3is Inc.,2.88M,2.07%,17360,38.17M
673,IPDN,"Professional Diversity Network, Inc.",2.84M,1.01%,5906,6.51M
674,KWE,KWESST Micro Systems Inc.,2.81M,-2.94%,24233,2.12M
675,XPON,Expion360 Inc.,2.75M,3.78%,98722,6.70M
676,AEHL,Antelope Enterprise Holdings Limited,2.70M,0.22%,56171,98.77M
