,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
359,LE,"Lands' End, Inc.",273.26M,-1.28%,114925,1.36B
360,SLDP,"Solid Power, Inc.",270.84M,12.69%,9369549,20.20M
361,JOUT,Johnson Outdoors Inc.,269.39M,-1.34%,16190,554.34M
362,TTSH,"Tile Shop Holdings, Inc.",260.33M,-1.70%,65993,343.35M
363,LANV,Lanvin Group Holdings Limited,256.93M,-3.52%,31209,340.21M
364,TOPW,Top Win International Limited,256.85M,1.57%,177609,17.62M
365,JILL,"J.Jill, Inc.",245.04M,-2.67%,54756,610.86M
366,HBB,Hamilton Beach Brands Holding Company,243.44M,-0.78%,34893,659.79M
367,TWNP,Twin Hospitality Group Inc.,242.31M,1.87%,8397,348.85M
368,HLLY,Holley Inc.,234.60M,-2.48%,306558,596.63M
369,ZUMZ,Zumiez Inc.,233.05M,-3.56%,227850,889.20M
370,ONEW,OneWater Marine Inc.,225.45M,-1.39%,126847,1.78B
371,GCO,Genesco Inc.,224.97M,-4.53%,241989,2.33B
372,JAKK,"JAKKS Pacific, Inc.",221.81M,-1.29%,56656,714.22M
373,MPAA,"Motorcar Parts of America, Inc.",214.83M,-4.02%,129843,753.73M
374,FNKO,"Funko, Inc.",214.80M,-0.51%,1173491,1.02B
375,BARK,"BARK, Inc.",211.65M,0.83%,511555,490.26M
376,HYLN,Hyliion Holdings Corp.,210.28M,5.26%,3003747,2.00M
377,STRT,Strattec Security Corporation,209.38M,-0.49%,74754,556.11M
378,LOGC,ContextLogic Inc.,208.90M,1.55%,227372,7.00M
379,SNBR,Sleep Number Corporation,208.70M,-2.64%,385743,1.61B
380,CTRN,"Citi Trends, Inc.",206.06M,0.04%,53801,753.08M
381,LVWR,"LiveWire Group, Inc.",205.60M,-,53858,24.40M
382,INSE,"Inspired Entertainment, Inc.",203.46M,-2.45%,91166,295.20M
383,GHG,GreenTree Hospitality Group Ltd.,202.03M,-1.00%,3353,184.06M
384,DENN,Denny's Corporation,195.27M,0.53%,520463,454.00M
385,ESCA,"Escalade, Incorporated",187.64M,-3.88%,13285,249.69M
386,BZUN,Baozun Inc.,178.77M,2.00%,136431,1.31B
387,COOK,"Traeger, Inc.",176.40M,-2.99%,386118,602.44M
388,LAZR,"Luminar Technologies, Inc.",175.83M,-6.92%,2431623,73.31M
389,LAKE,"Lakeland Industries, Inc.",173.48M,-3.20%,64621,167.21M
390,INVZ,Innoviz Technologies Ltd.,172.30M,-3.60%,2409265,34.60M
391,ELA,Envela Corporation,162.47M,-0.64%,18564,188.77M
392,FLXS,"Flexsteel Industries, Inc.",159.99M,-3.93%,7517,437.28M
393,LESL,"Leslie's, Inc.",159.83M,4.55%,4538028,1.32B
394,RCKY,"Rocky Brands, Inc.",155.04M,-2.28%,86240,454.94M
395,SGC,"Superior Group of Companies, Inc.",154.71M,-2.23%,31559,563.93M
396,DBI,Designer Brands Inc.,151.21M,-6.89%,901380,3.01B
397,AOUT,"American Outdoor Brands, Inc.",147.21M,-3.18%,28849,206.68M
398,BSET,"Bassett Furniture Industries, Incorporated",143.53M,0.79%,13134,325.53M
399,MED,"Medifast, Inc.",138.69M,-0.30%,150496,543.45M
400,BRLT,"Brilliant Earth Group, Inc.",138.12M,-,64270,418.71M
401,PLBY,"PLBY Group, Inc.",135.93M,-3.31%,904418,116.69M
402,AKA,a.k.a. Brands Holding Corp.,135.76M,-3.13%,12325,586.51M
403,SRI,"Stoneridge, Inc.",132.27M,-1.25%,192307,887.03M
404,VIRC,Virco Mfg. Corporation,131.91M,-1.20%,32902,266.24M
405,PLCE,"The Children's Place, Inc.",125.61M,-3.55%,346554,1.39B
406,UHG,"United Homes Group, Inc.",123.07M,8.81%,470532,449.88M
407,FLL,"Full House Resorts, Inc.",121.60M,-1.74%,163880,297.20M
408,CAAS,"China Automotive Systems, Inc.",121.59M,-0.98%,10170,678.64M
409,CLAR,Clarus Corporation,119.81M,-1.89%,120195,255.44M
410,FFAI,Faraday Future Intelligent Electric Inc.,117.31M,5.31%,5944147,853.00K
411,GENK,"GEN Restaurant Group, Inc.",116.31M,-5.14%,60227,214.96M
412,STKS,"The ONE Group Hospitality, Inc.",115.79M,2.75%,64619,799.48M
413,OCG,Oriental Culture Holding LTD,109.19M,6.52%,13129,622.69K
414,BRAG,Bragg Gaming Group Inc.,108.75M,2.39%,19852,112.08M
415,NEGG,"Newegg Commerce, Inc.",108.20M,-0.45%,362369,1.24B
416,TOUR,Tuniu Corporation,107.44M,0.05%,53308,70.37M
417,KEQU,Kewaunee Scientific Corporation,101.62M,-3.44%,2931,220.03M
418,HOFT,Hooker Furnishings Corporation,96.23M,-2.36%,47507,397.47M
419,KNDI,"Kandi Technologies Group, Inc.",95.73M,-0.88%,199708,127.57M
420,GAN,GAN Limited,91.53M,0.51%,696152,133.71M
421,NCL,Northann Corp.,91.05M,3.11%,884884,15.58M
422,MAMO,Massimo Group,90.59M,-8.19%,9361,95.96M
423,UFI,"Unifi, Inc.",90.52M,-2.76%,22494,590.26M
424,CPHC,Canterbury Park Holding Corporation,90.03M,2.30%,633,60.61M
425,THCH,TH International Limited,89.95M,10.71%,6963,190.59M
426,DIBS,"1stdibs.Com, Inc.",88.50M,0.40%,165803,88.74M
427,PRPL,"Purple Innovation, Inc.",88.35M,-1.14%,283950,472.02M
428,VIOT,"Viomi Technology Co., Ltd",86.62M,-4.51%,110635,290.31M
429,IRBT,iRobot Corporation,80.25M,-2.64%,850820,633.40M
430,FOSL,"Fossil Group, Inc.",79.92M,-3.87%,160266,1.12B
431,BRIA,Brillia Inc,78.64M,0.70%,27550,59.70M
432,GGR,Gogoro Inc.,77.09M,-0.44%,155934,304.55M
433,SPWH,"Sportsman's Warehouse Holdings, Inc.",76.57M,-5.66%,343004,1.20B
434,MB,MasterBeef Group,74.29M,14.10%,30147,64.88M
435,LIVE,Live Ventures Incorporated,72.21M,2.00%,1307,455.14M
436,LCUT,"Lifetime Brands, Inc.",72.17M,1.25%,53027,680.80M
437,RECT,Rectitude Holdings Ltd,68.15M,0.22%,7033,33.50M
438,RMBL,"RumbleOn, Inc.",67.77M,-6.77%,172308,1.15B
439,QVCGB,QVC Group Inc.,67.06M,-3.72%,542,9.80B
440,DLTH,Duluth Holdings Inc.,65.74M,-7.07%,15154,626.63M
441,GRWG,GrowGeneration Corp.,64.85M,-0.91%,195397,176.68M
442,CNTY,"Century Casinos, Inc.",60.75M,-1.01%,60763,570.35M
443,DXLG,"Destination XL Group, Inc.",58.34M,3.81%,341257,467.02M
444,YYGH,YY Group Holding Limited,56.99M,0.67%,643,41.10M
445,RGS,Regis Corporation,56.93M,4.75%,24902,199.11M
446,VRA,"Vera Bradley, Inc.",56.67M,-4.91%,88109,371.97M
447,AZI,Autozi Internet Technology (Global) Ltd.,56.06M,-0.79%,504736,124.74M
448,RRGB,"Red Robin Gourmet Burgers, Inc.",55.86M,3.59%,143153,1.25B
449,CATO,The Cato Corporation,53.75M,1.76%,51293,642.95M
450,NHTC,Natural Health Trends Corp.,53.29M,0.15%,14561,42.75M
451,BIRD,"Allbirds, Inc.",53.18M,2.08%,15835,182.54M
452,HTLM,HomesToLife Ltd,53.10M,-4.74%,3797,3.06M
453,CULP,"Culp, Inc.",52.37M,1.71%,5924,213.99M
454,PTLE,PTL Limited,51.36M,-4.86%,3967138,98.13M
455,WPRT,Westport Fuel Systems Inc.,50.36M,0.54%,10789,295.68M
456,PRTS,"CarParts.com, Inc.",49.12M,0.45%,965723,569.94M
457,BDL,"Flanigan's Enterprises, Inc.",49.07M,-4.59%,1540,198.79M
458,YTRA,"Yatra Online, Inc.",47.94M,0.72%,23736,79.33M
459,MKDW,MKDWELL Tech Inc.,45.80M,-3.07%,222209,3.67M
460,JFB,JFB Construction Holdings,44.40M,-4.95%,8880,25.95M
461,SYPR,"Sypris Solutions, Inc.",44.35M,20.62%,183607,134.14M
462,ISPO,Inspirato Incorporated,43.54M,-3.13%,7510,265.50M
463,HOUR,"Hour Loop, Inc.",43.24M,-1.60%,14756,139.41M
464,CVGI,"Commercial Vehicle Group, Inc.",43.07M,0.38%,124761,698.52M
465,ARKR,Ark Restaurants Corp.,43.06M,-,1034,178.52M
466,FATBB,FAT Brands Inc.,40.07M,-0.08%,3084,582.70M
467,JRSH,"Jerash Holdings (US), Inc.",39.71M,-0.31%,58848,138.14M
468,FAT,FAT Brands Inc.,39.56M,-5.93%,137781,582.70M
469,RAVE,"Rave Restaurant Group, Inc.",39.51M,1.46%,9695,12.24M
470,JZXN,"Jiuzi Holdings, Inc.",38.54M,13.27%,67980,1.40M
471,GTEC,Greenland Technologies Holding Corporation,35.83M,-0.48%,82973,82.90M
472,NTZ,Natuzzi S.p.A.,35.80M,3.50%,4385,330.05M
473,NDLS,Noodles & Company,34.14M,-3.36%,210839,495.67M
474,LTRY,Lottery.com Inc.,33.20M,10.00%,85838557,1.03M
475,CRWS,"Crown Crafts, Inc.",33.16M,-2.48%,12945,86.60M
476,QVCGA,QVC Group Inc.,32.19M,-19.80%,257205,9.80B
477,GORV,"Lazydays Holdings, Inc.",31.73M,54.64%,253076129,767.26M
478,CENN,Cenntro Inc.,29.39M,-1.85%,57508,31.10M
479,TLYS,"Tilly's, Inc.",26.09M,-0.16%,163828,569.45M
480,INTG,The InterGroup Corporation,25.85M,3.27%,2302,61.60M
481,YOSH,Yoshiharu Global Co.,25.77M,4.75%,4855,13.54M
482,KIRK,"Kirkland's, Inc.",25.60M,-1.72%,124645,441.36M
483,LITB,"LightInTheBox Holding Co., Ltd.",25.38M,-1.43%,12183,231.14M
484,TLF,"Tandy Leather Factory, Inc.",24.98M,0.34%,9818,74.15M
485,REE,REE Automotive Ltd.,23.97M,4.11%,213693,183.00K
486,RENT,"Rent the Runway, Inc.",23.93M,-3.88%,26760,306.20M
487,BGFV,Big 5 Sporting Goods Corporation,23.68M,-5.31%,261145,777.69M
488,OESX,"Orion Energy Systems, Inc.",22.90M,-3.17%,13958,85.26M
489,YHGJ,Yunhong Green CTI Ltd.,22.24M,4.68%,6976,17.86M
490,JBDI,JBDI Holdings Limited,20.97M,-4.50%,87855,9.39M
491,ROLR,"High Roller Technologies, Inc.",20.44M,11.77%,64511,28.15M
492,SOND,Sonder Holdings Inc.,20.19M,-2.42%,134988,624.46M
493,CGTL,Creative Global Technology Holdings Limited,19.94M,-6.06%,151495,35.61M
494,CLIK,Click Holdings Limited,19.93M,-4.70%,1713095,6.05M
495,NVFY,"Nova LifeStyle, Inc.",19.55M,-3.90%,16509,9.95M
496,VNCE,Vince Holding Corp.,18.88M,-7.55%,31828,293.45M
497,EJH,E-Home Household Service Holdings Limited,18.55M,15.96%,171668965,50.11M
498,MOGU,MOGU Inc.,17.82M,-0.51%,559,19.80M
499,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",17.33M,-1.06%,19177,302.78M
500,MGIH,Millennium Group International Holdings Limited,17.33M,1.99%,4463,38.53M
501,BGI,Birks Group Inc.,16.79M,-3.39%,51625,131.60M
502,JL,J-Long Group Limited,16.45M,3.54%,13371,32.83M
503,TKLF,"Tokyo Lifestyle Co., Ltd.",16.38M,0.78%,10881,219.52M
504,GTIM,Good Times Restaurants Inc.,16.31M,-3.45%,16926,144.32M
505,IPW,iPower Inc.,15.43M,-4.61%,13766,74.11M
506,ZOOZ,ZOOZ Power Ltd.,14.65M,4.31%,23057,1.04M
507,SUP,"Superior Industries International, Inc.",14.24M,-8.09%,834457,1.27B
508,ATER,"Aterian, Inc.",14.17M,-1.82%,80390,94.19M
509,WKSP,Worksport Ltd.,13.20M,2.66%,150446,10.21M
510,CHSN,Chanson International Holding,13.10M,4.17%,246468,18.23M
511,NTRP,"NextTrip, Inc.",12.88M,3.62%,17231,623.66K
512,FRSX,Foresight Autonomous Holdings Ltd.,12.63M,1.58%,129476,436.00K
513,REBN,"Reborn Coffee, Inc.",12.47M,-4.88%,50650,6.10M
514,INEO,INNEOVA Holdings Limited,12.40M,35.21%,26923417,58.33M
515,MI,NFT Limited,12.16M,-1.84%,11623,740.70K
516,UCAR,U Power Limited,12.00M,-2.87%,5797,6.07M
517,FLYE,"Fly-E Group, Inc.",11.91M,-1.54%,92206,28.55M
518,MRM,MEDIROM Healthcare Technologies Inc.,11.85M,-4.46%,152105,52.79M
519,YYAI,Connexa Sports Technologies Inc.,11.64M,-1.30%,63452,-
520,FTEL,Fitell Corporation,11.50M,0.29%,54140,4.99M
521,SPHL,Springview Holdings Ltd,11.37M,-4.51%,104518,6.46M
522,KXIN,Kaixin Holdings,10.95M,4.28%,151529,12.68M
523,EFOI,"Energy Focus, Inc.",10.89M,-4.46%,13995,4.64M
524,PMNT,Perfect Moment Ltd.,10.83M,-0.05%,34098,21.31M
525,SRM,"SRM Entertainment, Inc.",10.78M,20.15%,1761110,4.39M
526,PETZ,"TDH Holdings, Inc.",9.29M,2.77%,2904,563.73K
527,ECDA,"ECD Automotive Design, Inc.",8.95M,0.76%,40988,24.60M
528,HWH,HWH International Inc.,8.74M,-,28140,1.26M
529,MULN,"Mullen Automotive, Inc.",8.69M,-,32624169,8.93M
530,CJET,"Chijet Motor Company, Inc.",8.41M,-1.14%,3773,6.92M
531,LOBO,Lobo EV Technologies Ltd.,8.40M,-5.55%,217725,21.19M
532,MMA,Mixed Martial Arts Group Limited,8.35M,2.94%,80368,375.18K
533,FORD,"Forward Industries, Inc.",8.27M,1.62%,1772,27.73M
534,DSS,"DSS, Inc.",8.18M,-1.96%,14324,20.18M
535,AGH,Aureus Greenway Holdings Inc.,8.11M,-0.68%,42013,3.07M
536,BTBD,"BT Brands, Inc.",8.00M,-4.40%,1532,14.86M
537,TRNR,Interactive Strength Inc.,7.96M,-11.22%,947910,6.37M
538,NWTG,"Newton Golf Company, Inc.",7.90M,-2.78%,118997,4.31M
539,YJ,Yunji Inc.,7.90M,0.82%,2512,57.22M
540,LGCB,Linkage Global Inc,7.87M,-,62201,10.29M
541,IVP,"Inspire Veterinary Partners, Inc.",7.61M,-5.13%,35013,15.40M
542,NCI,Neo-Concept International Group Holdings Limited,7.57M,4.66%,141313,30.34M
543,VMAR,Vision Marine Technologies Inc.,7.08M,3.06%,23343,1.61M
544,CREV,Carbon Revolution Public Limited Company,6.01M,-3.17%,32436,39.26M
545,XELB,"Xcel Brands, Inc.",5.79M,-0.63%,5962,9.34M
546,WNW,Meiwu Technology Company Limited,5.58M,1.74%,10507,158.49K
547,FGI,FGI Industries Ltd.,5.18M,2.41%,26129,134.28M
548,JWEL,Jowell Global Ltd.,4.58M,-2.04%,5246,132.98M
549,SBET,"SharpLink Gaming, Inc.",4.47M,78.72%,6066503,3.43M
550,WKHS,Workhorse Group Inc.,4.46M,2.84%,336364,5.92M
551,EVTV,"Envirotech Vehicles, Inc.",4.22M,-7.83%,1032870,1.65M
552,NAAS,NaaS Technology Inc.,3.97M,-3.23%,94229,43.26M
553,JXG,JX Luxventure Group Inc.,3.82M,0.40%,40122,49.84M
554,OCTO,Eightco Holdings Inc.,3.78M,-1.57%,7258,41.58M
555,WBUY,Webuy Global Ltd,3.55M,-,39574,58.30M
556,VEEE,Twin Vee Powercats Co.,3.45M,-2.97%,156449,12.72M
557,AYRO,"Ayro, Inc.",3.40M,-1.46%,52159,5.43K
558,NVVE,Nuvve Holding Corp.,2.86M,-5.34%,874912,5.44M
559,GDHG,Golden Heaven Group Holdings Ltd.,2.58M,-59.35%,2611509,22.33M
560,VLCN,"Volcon, Inc.",2.48M,-7.54%,225510,3.74M
561,AREB,"American Rebel Holdings, Inc.",2.06M,-2.90%,642603,9.89M
562,EZGO,EZGO Technologies Ltd.,1.93M,0.09%,111420,21.13M
563,JFBR,Jeffs' Brands Ltd,1.43M,9.09%,1276685,13.69M
564,BQ,Boqii Holding Limited,990.73K,-1.37%,23007,81.21M
